Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
98	-22.245934	10.325849	-12.092591	-40.20701	-18.676197	1.254209	-16.198048	-20.652641	1000.0	1000.0	490000	-5.799735	11.400292	3.7511237	-130.66016	-5.7998486	11.400315	3.943815	-130.86597	5.5752687	0.8283451	4033.7904829978943
99	-21.379063	2.244134	-19.416128	-25.772562	-22.192633	1.4573214	-19.441328	-23.315184	1000.0	1000.0	495000	-5.816659	11.465776	4.5439534	-130.23311	-5.816733	11.465747	4.1705117	-133.62242	5.629026	0.87099725	4089.5999376773834
100	-22.130505	2.0080566	-19.86954	-24.4578	-26.62087	1.2057275	-23.433092	-27.605476	1000.0	1000.0	500000	-5.713971	11.410453	4.0264254	-127.37245	-5.7141676	11.411356	3.8014112	-125.43208	5.551521	0.84659904	4146.250144004822
101	-26.077032	7.660393	-14.06001	-34.786907	-16.46307	6.9811497	-11.101407	-30.393915	1000.0	1000.0	505000	-5.60982	11.376448	4.1315346	-129.95866	-5.609884	11.376718	3.5772917	-129.22667	5.433504	0.8117039	4202.955205917358
102	-30.649265	8.680022	-16.687319	-40.77562	-25.479824	2.919414	-20.77553	-29.74939	1000.0	1000.0	510000	-5.55499	11.513323	3.2594874	-142.77026	-5.5551553	11.514615	3.43926	-138.16823	5.3833222	0.86988926	4256.650404930115
103	-20.032743	2.5028012	-16.657482	-24.422968	-26.133045	5.084855	-18.562685	-31.592518	1000.0	1000.0	515000	-5.536076	11.540309	4.671932	-140.30197	-5.5361447	11.54069	4.1901283	-139.26003	5.349927	0.86899865	4299.476614952087
104	-34.618843	11.245633	-19.833757	-47.77711	-24.875448	0.5982591	-24.274483	-26.322834	1000.0	1000.0	520000	-5.574741	11.641483	4.361532	-145.5404	-5.574868	11.64203	3.9625206	-144.51721	5.3823276	0.87260586	4342.02986073494
105	-23.612759	6.7386665	-16.161814	-35.678043	-22.29951	2.546182	-19.927881	-26.533367	1000.0	1000.0	525000	-5.5607414	11.46191	4.025095	-142.15732	-5.560644	11.461558	4.0239744	-143.90509	5.353532	0.84180975	4385.6398458480835
106	-19.326872	2.797406	-15.489112	-23.838629	-13.580183	0.95205057	-12.290986	-15.303515	1000.0	1000.0	530000	-5.589306	11.522789	3.6531904	-137.25551	-5.5892787	11.522222	3.6784108	-138.50601	5.4086776	0.90578234	4428.31720495224
107	-17.510214	1.9877359	-14.849175	-19.719986	-30.136608	7.2401443	-23.944153	-42.021763	1000.0	1000.0	535000	-5.5682254	11.525261	3.458871	-143.12599	-5.568121	11.525359	4.071149	-143.62888	5.378078	0.86056435	4471.467109918594
108	-18.739828	4.0373216	-14.267896	-26.340654	-23.611717	16.355228	-17.643648	-72.661064	1000.0	1000.0	540000	-5.5205417	11.333607	3.4932284	-139.31047	-5.5206184	11.334068	5.1139374	-139.21873	5.345132	0.85285145	4514.236999988556
109	-28.554733	20.682146	-16.161337	-69.79129	-13.11497	1.6904413	-9.768067	-15.579626	1000.0	1000.0	545000	-5.5443497	11.301177	6.0877514	-124.90187	-5.5444293	11.301175	7.470933	-130.97804	5.3486147	0.88604003	4557.717875957489
110	-17.985939	3.8815718	-13.25832	-24.308388	-17.967403	0.13125573	-17.823698	-18.277397	1000.0	1000.0	550000	-5.566011	11.048556	7.210707	-122.14949	-5.5661654	11.049753	6.8356147	-125.740944	5.3922787	0.81314135	4600.45307803154
111	-28.715977	8.3144865	-20.182009	-44.115723	-25.689098	0.12865055	-25.497814	-25.871464	1000.0	1000.0	555000	-5.5774174	11.01852	4.474881	-125.42024	-5.5775485	11.0182085	3.954212	-125.60712	5.383274	0.78283006	4643.274147748947
112	-20.870594	4.894612	-14.744607	-26.808634	-19.184023	4.143211	-11.809178	-24.601625	1000.0	1000.0	560000	-5.4671206	10.921432	3.7623541	-124.94937	-5.467393	10.92225	2.8089194	-125.15728	5.305672	0.76080513	4686.275036811829
113	-24.419743	4.926255	-19.50283	-32.349895	-29.474539	0.5123028	-28.624508	-30.234768	1000.0	1000.0	565000	-5.408714	11.009179	2.822889	-129.2644	-5.4088087	11.009285	2.8162444	-131.25354	5.305234	0.79650086	4729.082085847855
114	-27.312138	5.824619	-19.070581	-36.734264	-16.168457	8.388737	-11.419298	-33.041534	1000.0	1000.0	570000	-5.3584113	10.929606	3.9631753	-129.67555	-5.3583956	10.930122	3.3429387	-129.30824	5.169901	0.7862772	4772.472922801971
115	-28.61485	6.86005	-16.908373	-35.440937	-20.075907	4.971606	-15.577267	-30.172422	1000.0	1000.0	575000	-5.224787	10.697144	4.624612	-127.419586	-5.2249575	10.697224	3.7519295	-127.0682	5.0975504	0.7419449	4815.78370475769
116	-27.958393	5.6163263	-17.15734	-32.641838	-94.09103	1.3418533	-90.96272	-96.10684	1000.0	1000.0	580000	-5.0901995	10.336914	4.830155	-130.30849	-5.0904865	10.336962	4.4349866	-132.77815	4.9430537	0.7201607	4858.593340873718
117	-86.37648	29.39878	-33.589287	-124.633446	-93.03299	2.2574303	-88.95024	-96.910645	958.6	1000.0	585000	-4.961696	10.338451	5.820507	-154.16234	-4.961901	10.338898	5.481701	-151.08371	4.7829485	0.7857913	4900.394999742508
118	-97.12926	4.605783	-92.41555	-105.47636	-90.89093	2.8293092	-85.2726	-94.58227	1000.0	1000.0	590000	-4.958663	10.319816	6.3539734	-136.97226	-4.9585333	10.319961	6.1512413	-134.63469	4.810274	0.7098418	4943.974699020386
119	-96.291466	7.8075185	-86.54599	-108.05228	-113.09184	4.4777174	-107.509636	-119.4725	1000.0	1000.0	595000	-5.0034904	10.536044	6.388318	-136.778	-5.003331	10.536844	5.8398423	-134.42093	4.8656344	0.6955793	4986.794011831284
120	-109.306145	20.95655	-87.98677	-146.93486	-82.662834	7.2833686	-65.60441	-93.604965	835.8333	1000.0	600000	-5.144225	10.610897	9.498762	-142.16486	-5.144487	10.611031	8.344125	-142.10309	5.003524	0.7262195	5030.774573802948
121	-46.935555	23.42653	-25.340214	-88.7736	-28.450825	4.781661	-21.214499	-38.068157	1000.0	1000.0	605000	-5.326738	10.416681	6.575278	-131.84941	-5.3265934	10.417636	6.0817966	-133.65906	5.184176	0.7020117	5073.356632709503
122	-30.396688	8.726044	-15.050841	-40.567833	-26.575089	2.6147149	-24.087019	-33.04067	1000.0	1000.0	610000	-5.519568	10.518045	2.5955338	-129.82161	-5.5194073	10.518273	2.3498335	-129.0246	5.392106	0.7605196	5116.103977918625
123	-21.45169	3.2207515	-17.231888	-24.603481	-23.134918	9.223604	-12.827221	-41.58044	1000.0	1000.0	615000	-5.621253	10.606554	3.0217197	-135.1262	-5.621337	10.607179	3.1485884	-134.08345	5.492832	0.7723676	5158.913370847702
124	-19.006918	2.3413713	-15.218294	-21.765327	-24.6902	1.3384457	-22.570713	-26.988338	1000.0	1000.0	620000	-5.6455894	10.508325	4.058875	-132.42577	-5.6453004	10.509286	4.334984	-134.48222	5.494879	0.7727164	5202.437456846237
125	-23.940746	4.02401	-16.63568	-28.3833	-23.29473	3.0118072	-19.230474	-26.74119	1000.0	1000.0	625000	-5.6838627	10.393222	3.7624912	-147.39406	-5.684148	10.393889	3.5402422	-137.56914	5.540531	0.79008865	5245.429579973221
126	-22.164637	2.9513073	-17.743542	-25.474724	-33.028973	5.414877	-17.994081	-36.855988	1000.0	1000.0	630000	-5.666724	10.239724	3.3958013	-133.08922	-5.6665907	10.239988	2.932908	-134.41438	5.524611	0.6996108	5288.684278011322
127	-29.472393	7.0488667	-16.512062	-35.44987	-35.22028	6.2982883	-25.508627	-41.821136	1000.0	1000.0	635000	-5.70561	10.245414	4.3776813	-127.57147	-5.705733	10.245501	3.8924797	-127.3447	5.569034	0.6541616	5331.345666885376
128	-30.791656	3.2846622	-26.361801	-35.224907	-36.12072	1.8466483	-32.112514	-38.74484	1000.0	1000.0	640000	-5.698757	10.101685	4.4552474	-127.591125	-5.6988664	10.100929	4.422751	-129.09348	5.5413523	0.630758	5379.259344816208
129	-31.476862	3.589642	-27.587166	-38.001507	-29.2907	5.166094	-23.448275	-38.305206	1000.0	1000.0	645000	-5.6338196	9.983055	4.2915564	-126.86306	-5.6337976	9.983698	4.241577	-125.93921	5.5082564	0.5778132	5422.270342826843
130	-40.077377	15.824478	-24.379688	-62.60276	-21.536587	2.2165313	-17.580086	-24.828863	1000.0	1000.0	650000	-5.620259	10.0914135	3.4591088	-132.23714	-5.6202316	10.090867	3.2932448	-133.4289	5.4833045	0.622245	5466.017618894577
131	-29.830853	17.367884	-14.838651	-63.056747	-38.909595	5.18348	-30.23941	-45.711845	1000.0	1000.0	655000	-5.61611	10.023316	3.2883105	-129.20033	-5.6159453	10.023595	2.9178903	-132.3687	5.4942975	0.62807137	5508.678698062897
132	-34.4051	8.427503	-24.877388	-45.518303	-17.266666	8.206991	-11.235754	-38.84689	1000.0	1000.0	660000	-5.7205286	10.164467	4.1612473	-136.45204	-5.7207823	10.165016	3.8040404	-139.38698	5.578869	0.65197	5553.740798950195
133	-17.822079	4.2589593	-12.815338	-24.98797	-11.095549	4.717548	-3.7057767	-19.935154	1000.0	1000.0	665000	-5.678673	9.84343	4.391924	-137.62788	-5.678602	9.84302	4.21253	-136.09183	5.5684533	0.5840019	5597.266316890717
134	-33.441803	11.442055	-21.031654	-50.371708	-34.02022	13.004262	-14.734386	-46.847046	1000.0	1000.0	670000	-5.6251855	9.952369	5.1425276	-140.45927	-5.6251006	9.952289	5.0331526	-140.39357	5.5114527	0.6039757	5640.672415018082
135	-22.480509	12.940021	-10.75521	-46.664574	-3.2182114	2.770787	-0.1355023	-9.901366	1000.0	1000.0	675000	-5.548477	9.987706	5.3547974	-132.6062	-5.5484576	9.9884	5.0334015	-127.96405	5.427044	0.5899537	5684.287658929825
136	-11.921368	2.9326446	-8.765696	-16.455082	-20.21204	0.13352695	-19.998808	-20.394354	1000.0	1000.0	680000	-5.451939	9.88191	5.103086	-131.9928	-5.4519286	9.8813	5.0258904	-131.50504	5.348376	0.5777478	5728.325557947159
137	-15.461695	3.6537726	-11.795262	-21.41734	-22.320225	18.187162	-15.32045	-76.81694	1000.0	1000.0	685000	-5.4389887	9.958066	4.052907	-126.015755	-5.439186	9.957883	3.4962082	-126.45133	5.329863	0.5794758	5772.07559299469
138	-16.084133	3.1895082	-11.124928	-20.91792	-10.681474	1.2710321	-9.484545	-13.549582	1000.0	1000.0	690000	-5.365936	9.705803	4.340644	-130.16217	-5.366006	9.7058525	3.8977017	-136.55353	5.254228	0.56810576	5815.470064878464
139	-17.473932	6.027652	-10.077573	-27.620483	-6.91195	1.1721162	-5.134333	-8.73657	1000.0	1000.0	695000	-5.308738	9.742356	4.126383	-129.49461	-5.3085737	9.742402	3.8648617	-129.59355	5.199696	0.5964046	5859.661370754242
140	-25.15233	15.658563	-10.755296	-55.49472	-19.79781	1.2247264	-18.672829	-22.964737	1000.0	1000.0	700000	-5.3231516	9.854192	5.4561515	-134.3312	-5.3233976	9.854447	9.583366	-132.22955	5.1919065	0.5866796	5904.043116807938
141	-19.115732	3.883535	-13.453526	-23.156275	-10.503385	0.6825773	-9.348426	-11.349544	1000.0	1000.0	705000	-5.3515453	9.813408	4.8744087	-129.30794	-5.35162	9.813697	4.077325	-128.51657	5.2170353	0.62287766	5947.3817501068115
142	-27.320957	10.469955	-13.48214	-41.362274	-25.078371	0.58823925	-23.890831	-25.870295	1000.0	1000.0	710000	-5.367269	9.955391	5.001404	-134.0141	-5.3673253	9.955667	4.2154474	-132.22247	5.2522416	0.6159286	5991.080467939377
143	-26.207958	1.4563378	-24.407297	-27.887115	-16.241405	1.7995414	-11.161266	-18.02297	1000.0	1000.0	715000	-5.3002653	9.8487625	4.5549507	-137.55046	-5.300193	9.84947	4.1201806	-137.81961	5.1988173	0.61695826	6034.3908858299255
144	-25.222446	6.7384553	-17.318285	-37.179684	-79.364365	12.440259	-42.455063	-86.08035	1000.0	1000.0	720000	-5.278701	9.867154	4.8459115	-136.39409	-5.278755	9.866837	4.213531	-133.09749	5.1732936	0.6374724	6078.095161914825
145	-37.665554	23.069408	-22.463032	-83.504135	-54.815346	39.047665	-21.468065	-103.11111	1000.0	1000.0	725000	-5.4489117	9.791644	5.2928753	-130.2029	-5.4489336	9.79107	4.8116875	-133.55669	5.3211913	0.6370506	6121.73419380188
146	-20.111612	3.5654914	-16.377369	-26.32914	-11.146735	0.5653744	-10.112057	-12.050887	1000.0	1000.0	730000	-5.5071197	9.68301	5.4339876	-125.15956	-5.5070095	9.682547	5.868521	-126.32442	5.3864665	0.60050553	6165.0438730716705
147	-20.644674	7.9216084	-9.498582	-29.28804	-10.989354	11.871847	-6.655438	-46.591763	1000.0	1000.0	735000	-5.556968	9.636043	4.705843	-128.25305	-5.5569935	9.636983	4.5050745	-129.31328	5.463987	0.61498964	6208.355080842972
148	-30.536304	21.24699	-10.579602	-69.78356	-24.084232	20.939299	-10.544178	-86.43065	1000.0	1000.0	740000	-5.5756025	9.655401	3.1020818	-136.16014	-5.5755577	9.656613	2.9497566	-138.4522	5.468515	0.630333	6251.8995769023895
149	-28.577768	14.200629	-14.298691	-49.05293	-7.647766	11.200314	-0.052567326	-40.081696	1000.0	1000.0	745000	-5.6724534	10.119298	2.1763039	-170.12872	-5.672331	10.120454	2.3310933	-170.8899	5.571935	0.7200392	6295.7707641124725
150	-32.983734	32.73984	-14.657345	-98.41073	-15.953896	0.8054539	-13.841933	-16.802055	1000.0	1000.0	750000	-5.748636	10.4579735	5.615705	-179.98346	-5.748671	10.458224	4.617024	-181.0804	5.6464043	0.71056396	6339.353413820267
151	-17.822744	3.9915278	-11.564048	-22.091648	-24.08125	4.2532325	-15.951543	-28.925768	1000.0	1000.0	755000	-5.723317	10.417797	3.7999647	-182.23343	-5.723467	10.41765	3.478488	-183.04747	5.5968256	0.69583637	6383.334203958511
152	-16.902515	3.4031315	-11.449434	-21.490595	-14.981024	6.4412036	-7.671141	-24.601301	1000.0	1000.0	760000	-5.635679	10.187942	3.7222352	-167.6901	-5.6356263	10.187768	3.407882	-167.51233	5.537848	0.6620879	6426.705775737762
153	-15.223941	5.034649	-6.8342166	-22.19621	-19.984386	8.90569	-5.8807364	-28.548794	1000.0	1000.0	765000	-5.556736	9.89746	3.4667816	-152.61923	-5.556738	9.89783	3.3406603	-151.65468	5.4399085	0.6573499	6470.373509883881
154	-16.071344	3.142798	-11.744571	-21.556395	-11.427475	7.010653	-5.821101	-28.643204	1000.0	1000.0	770000	-5.4909005	10.056484	3.9210777	-143.14984	-5.490963	10.057517	3.588358	-143.24887	5.363778	0.6477033	6514.1500198841095
155	-15.490854	2.857431	-11.496334	-19.208612	-8.198834	1.0119094	-6.4459934	-9.803949	1000.0	1000.0	775000	-5.4060144	9.974235	3.7419226	-140.11894	-5.405987	9.973752	3.8957443	-142.75931	5.273324	0.6743402	6558.4092128276825
156	-18.063301	7.366193	-12.676761	-32.448956	-15.413295	4.916633	-10.429517	-28.144663	1000.0	1000.0	780000	-5.338155	9.789054	4.1995945	-136.3143	-5.3383746	9.789145	3.4269316	-136.08861	5.217013	0.6941131	6603.132807970047
157	-18.37708	3.4935057	-13.911641	-24.559423	-4.3258963	0.75297916	-3.1179092	-5.297395	1000.0	1000.0	785000	-5.212708	9.397548	4.5949335	-145.76965	-5.212786	9.398372	3.7998626	-149.65735	5.0976543	0.5917505	6647.424799919128
158	-32.726746	39.62433	-8.514195	-120.62401	-10.549476	2.2624626	-7.8094263	-13.742501	957.0	1000.0	790000	-5.084777	9.314263	2.2130322	-143.78328	-5.085017	9.314469	2.7873275	-152.82858	4.9806614	0.5925833	6695.512432813644
159	-28.350632	9.0487175	-21.002525	-43.23768	-39.61726	4.6302133	-32.069176	-43.15131	1000.0	1000.0	795000	-5.0275807	9.501484	2.749624	-148.15677	-5.027602	9.502058	3.002203	-146.9296	4.8929043	0.6477808	6739.8627779483795
160	-32.27647	10.245412	-16.885368	-48.3367	-49.463463	14.498998	-23.020689	-73.395096	1000.0	1000.0	800000	-4.9639707	9.521449	3.1494744	-139.58972	-4.963923	9.521878	3.4247754	-140.64058	4.8575463	0.63513464	6784.198070049286
161	-28.804733	3.7854784	-22.448877	-34.358727	-16.761112	2.9426022	-14.036703	-25.111277	1000.0	1000.0	805000	-4.918016	9.469636	5.346962	-128.45029	-4.9180264	9.470808	3.604096	-131.93681	4.811316	0.6628707	6828.523011922836
162	-22.058817	6.2662096	-12.823901	-29.420946	-16.537792	4.401485	-11.48803	-23.65734	1000.0	1000.0	810000	-4.9323497	9.349047	3.5490742	-125.76262	-4.93236	9.3483925	3.4222958	-125.75574	4.8287225	0.57532203	6872.295294046402
163	-19.700146	4.967057	-13.843309	-25.856415	-38.691525	2.3985248	-34.351	-41.68224	1000.0	1000.0	815000	-4.992059	9.390085	3.9810843	-131.48979	-4.9921427	9.390301	4.0039005	-131.69261	4.8758183	0.5948777	6916.585639953613
164	-38.644028	18.521015	-10.301745	-68.585335	-24.300766	3.2490969	-20.24624	-29.846191	1000.0	1000.0	820000	-5.0926156	9.511257	5.4266977	-123.6799	-5.09267	9.511298	3.807268	-126.0367	4.9507318	0.601137	6960.992027997971
165	-30.628922	5.400873	-24.354143	-40.051605	-23.538334	1.6441284	-20.074299	-25.85656	1000.0	1000.0	825000	-5.1293035	9.619865	4.269273	-125.83335	-5.1292987	9.618995	4.2944155	-126.00936	4.9517374	0.61867005	7004.620744943619
166	-24.059086	5.404144	-16.490147	-31.361633	-19.901562	9.536873	-14.385886	-47.49693	1000.0	1000.0	830000	-5.1420755	9.525597	4.0664425	-121.28998	-5.1420393	9.524881	3.8313594	-122.331085	5.044315	0.6149553	7048.225252866745
167	-21.471146	4.146491	-17.559437	-29.511806	-12.669992	1.4219023	-10.805756	-15.233438	1000.0	1000.0	835000	-5.173036	9.398759	4.457384	-122.15373	-5.173083	9.398038	5.0471106	-123.85944	5.039822	0.5777542	7092.578113079071
168	-15.14751	2.353848	-12.330312	-18.56939	-20.281448	5.9987764	-11.025709	-24.677843	1000.0	1000.0	840000	-5.206807	9.49555	5.013159	-128.86627	-5.207075	9.496161	4.1888704	-128.9078	5.0864024	0.6454236	7136.452595949173
169	-18.571133	9.291853	-12.726568	-37.110596	-9.348649	7.556497	-3.4271681	-24.88402	1000.0	1000.0	845000	-5.241417	9.601327	5.066886	-127.32822	-5.2412395	9.60202	4.62988	-130.72423	5.1279287	0.6827718	7180.516095876694
170	-13.361822	4.9241858	-8.598564	-22.49887	-15.124857	5.2314677	-12.103753	-25.581316	1000.0	1000.0	850000	-5.249661	9.620391	7.152271	-136.0294	-5.2496047	9.620725	4.9194903	-136.65627	5.169777	0.65945506	7224.9980800151825
171	-43.810406	33.4363	-21.711107	-117.6383	-14.826256	4.310857	-7.8301706	-22.89074	854.0	1000.0	855000	-5.279146	9.694342	4.756428	-135.3906	-5.279119	9.694874	3.2388253	-129.56711	5.1505766	0.68596214	7270.002865791321
172	-26.138397	7.5366187	-15.728482	-38.2931	-76.79964	22.93677	-30.413504	-90.28355	1000.0	1000.0	860000	-5.2753797	9.407409	3.4603796	-128.63425	-5.27528	9.407991	3.2895358	-128.54366	5.174024	0.7009218	7314.02351474762
173	-23.747458	8.448659	-10.172802	-34.43292	-8.26605	3.7755034	-6.73829	-19.588486	1000.0	1000.0	865000	-5.322062	9.61122	4.2215195	-135.0978	-5.322005	9.610789	4.017658	-138.72722	5.2117047	0.70772654	7359.401067018509
174	-25.330812	7.671389	-13.125133	-33.585373	-23.598228	6.8548055	-15.288565	-38.2825	1000.0	1000.0	870000	-5.3939333	9.846637	3.722259	-132.46881	-5.3939667	9.847419	4.1604404	-132.89462	5.2673726	0.73183465	7403.285766839981
175	-21.67717	8.530212	-14.707656	-38.492313	-29.562643	14.071316	-7.7340693	-49.966885	1000.0	1000.0	875000	-5.403453	9.867132	3.5642126	-136.10384	-5.403304	9.866335	3.100337	-135.83058	5.2408595	0.78099406	7447.295472860336
176	-27.501556	7.125677	-20.149744	-39.100563	-41.321304	6.430379	-30.471745	-48.78432	1000.0	1000.0	880000	-5.3734064	9.782334	3.5420287	-135.03406	-5.3734264	9.782442	3.5746	-130.69809	5.2418528	0.7819512	7491.468201875687
177	-34.56941	14.869518	-18.968084	-62.594444	-49.101166	0.11653113	-48.95877	-49.259384	1000.0	1000.0	885000	-5.556068	9.626055	4.0960317	-135.16412	-5.5558796	9.62582	2.9402359	-135.28473	5.414379	0.7632761	7535.5471098423
178	-49.874844	11.58787	-32.8954	-68.25737	-46.450672	6.645542	-41.497646	-60.64703	1000.0	1000.0	890000	-5.731108	9.644132	3.0030468	-136.84627	-5.7313094	9.645353	2.815526	-132.9695	5.563552	0.75510645	7579.6459538936615
179	-26.56107	9.032466	-17.681648	-42.441956	-28.411804	0.9089067	-27.105274	-29.6832	1000.0	1000.0	895000	-5.868943	9.601917	3.2032537	-134.39796	-5.868817	9.60233	2.7396402	-133.56343	5.7132134	0.7822227	7623.831458806992
180	-30.126547	5.713744	-20.546242	-36.380795	-27.764368	1.0952249	-25.07045	-29.051565	1000.0	1000.0	900000	-5.965396	9.584785	2.5049636	-142.55014	-5.965198	9.584699	2.5705695	-132.96735	5.8471904	0.7394803	7668.37188410759
181	-28.579992	3.6594899	-23.717045	-34.709152	-15.837349	2.9074864	-12.640886	-21.519487	1000.0	1000.0	905000	-5.815308	9.522323	2.4523854	-135.64482	-5.8152885	9.521742	2.6717293	-135.39609	5.669464	0.77143097	7712.546602010727
182	-28.215927	4.0683103	-22.034225	-33.35404	-29.976261	4.2163577	-23.429533	-34.916313	1000.0	1000.0	910000	-5.78316	9.821973	2.2850292	-147.43248	-5.7827883	9.822319	2.693061	-145.6576	5.6566305	0.7425914	7756.976578712463
183	-32.712547	16.454025	-16.855713	-63.093987	-35.23121	3.6997163	-30.120594	-42.790806	1000.0	1000.0	915000	-5.7348356	9.713122	2.8123956	-144.44295	-5.7350507	9.713152	3.1106129	-139.1818	5.6140018	0.74921495	7801.457189798355
184	-25.427322	9.400428	-15.112049	-38.15114	-25.868383	3.4615853	-18.889626	-29.783049	1000.0	1000.0	920000	-5.645342	9.421982	2.8489916	-137.13873	-5.645094	9.4218235	3.3731055	-137.82481	5.5624385	0.6436735	7846.021630048752
185	-32.714718	7.384486	-25.091627	-45.85857	-25.973133	0.6907793	-25.302406	-27.481642	1000.0	1000.0	925000	-5.623055	9.319486	3.122948	-129.33679	-5.623226	9.319597	3.3896315	-131.04062	5.5079594	0.57162356	7890.33793091774
186	-27.93393	4.800791	-21.299276	-35.475693	-20.084904	1.3083434	-18.782299	-22.293005	1000.0	1000.0	930000	-5.530228	9.192427	10.703497	-134.9388	-5.5302	9.192635	6.9715567	-140.3268	5.4155865	0.5663273	7934.678955078125
187	-20.987324	1.6613913	-18.308954	-22.796	-17.414255	0.6752397	-16.034826	-18.540802	1000.0	1000.0	935000	-5.5380154	9.414806	4.6566095	-128.09613	-5.538018	9.414639	5.553484	-124.35003	5.421395	0.5969655	7979.418349742889
188	-24.377073	3.9743688	-18.648476	-29.454323	-48.603992	20.876884	-21.771122	-69.1787	1000.0	1000.0	940000	-5.543216	9.339859	2.3598967	-126.7031	-5.542992	9.339961	5.7885294	-130.79677	5.4178843	0.6264609	8023.787876844406
189	-37.069416	13.72227	-21.89999	-61.166264	-32.042076	0.54760027	-31.45796	-33.299988	1000.0	1000.0	945000	-5.511589	9.547375	4.114599	-131.52377	-5.5116434	9.547726	8.219738	-137.01929	5.3602204	0.61821884	8068.152621746063
190	-24.461979	5.246546	-19.777237	-34.60757	-33.217552	13.1501665	-23.102543	-54.638973	1000.0	1000.0	950000	-5.671106	9.609712	3.0672784	-127.27155	-5.6708226	9.60907	2.5795143	-128.00522	5.5127797	0.68141854	8112.385782003403
191	-28.76944	11.598415	-15.982404	-50.5107	-27.073517	12.097861	-19.855413	-52.082455	1000.0	1000.0	955000	-5.7976127	9.506411	2.1008456	-128.40424	-5.797742	9.506887	2.168965	-129.47562	5.705282	0.6583985	8157.3250477313995
192	-20.224705	1.4258426	-18.538088	-22.844376	-36.18265	9.647876	-19.014212	-43.54574	1000.0	1000.0	960000	-5.8794737	9.394086	1.97072	-127.984566	-5.879182	9.39333	1.8774376	-130.917	5.757401	0.63968533	8201.812263011932
193	-39.949684	22.079103	-20.644651	-73.304665	-22.066166	0.27439064	-21.580402	-22.572033	1000.0	1000.0	965000	-5.8792033	9.291827	1.9000232	-118.325775	-5.879333	9.292415	1.9213216	-122.592026	5.7767873	0.6779908	8246.381793022156
194	-16.830418	3.5963929	-12.611381	-22.694626	-19.125872	4.833065	-15.804051	-29.900032	1000.0	1000.0	970000	-5.800239	9.3535795	2.773052	-117.981346	-5.8002086	9.354365	2.7718863	-120.57488	5.6655645	0.76284164	8291.109228134155
195	-19.01265	2.5484326	-15.994164	-22.905754	-15.688573	0.7903789	-13.937468	-16.763254	1000.0	1000.0	975000	-5.8516493	9.627013	2.4723442	-127.828514	-5.851463	9.626903	2.908486	-122.44769	5.725547	0.795036	8335.72077178955
196	-17.518536	2.452869	-15.544835	-22.210852	-14.9138975	0.31542102	-14.537258	-15.561994	1000.0	1000.0	980000	-5.78499	9.449883	2.3205712	-122.15411	-5.785049	9.450019	2.259192	-124.18191	5.6777	0.6580907	8380.238940000534
197	-13.766958	1.9737183	-11.191062	-16.667084	-13.419665	0.6730901	-12.26463	-14.380867	1000.0	1000.0	985000	-5.696143	9.2730055	1.787874	-118.69517	-5.695953	9.273536	1.7932651	-120.10673	5.594916	0.62646896	8424.924065828323
198	-13.744967	1.5641927	-11.168576	-16.056408	-22.08882	13.040853	-17.568394	-61.209564	1000.0	1000.0	990000	-5.678215	9.475512	2.1101532	-130.03517	-5.6781774	9.475126	1.8748453	-129.5992	5.586028	0.66193986	8469.631685972214
199	-23.081715	3.5349662	-19.79736	-29.777634	-30.874933	16.398447	-10.1198845	-58.958893	1000.0	1000.0	995000	-5.6013584	9.461617	2.485955	-125.70534	-5.6014485	9.46227	1.9498708	-122.61777	5.494442	0.6970567	8514.223547935486
200	-46.31136	18.419994	-19.02062	-75.67091	-20.790407	10.336137	-10.718213	-38.345642	1000.0	1000.0	1000000	-5.539069	9.5583315	1.9451077	-129.18808	-5.539058	9.55832	2.0631073	-130.48718	5.415641	0.7449609	8559.114491939545
201	-27.34328	9.394218	-15.472196	-43.217007	-104.947754	3.082076	-96.32294	-106.97465	1000.0	1000.0	1005000	-5.4093323	9.228296	2.0410645	-130.0119	-5.409228	9.227983	2.0859027	-129.27931	5.306265	0.65677327	8603.264776945114
202	-57.926624	27.464415	-26.489136	-102.34013	-49.41118	3.4284086	-44.73056	-54.949657	1000.0	1000.0	1010000	-5.483937	9.209285	2.105304	-132.0688	-5.4839754	9.209699	1.9949722	-131.12825	5.352413	0.6623527	8647.747360944748
203	-23.874681	17.566425	-10.036139	-58.33263	-6.934428	0.45128495	-6.147385	-7.5051475	1000.0	1000.0	1015000	-5.5541353	9.220984	2.3943188	-140.28517	-5.5540776	9.2207365	2.3998146	-148.01288	5.4533854	0.734937	8692.330810785294
204	-17.716196	3.4414253	-11.542646	-21.846817	-9.230726	0.9864497	-7.6526403	-10.492191	1000.0	1000.0	1020000	-5.4853015	8.903089	2.8167048	-140.54317	-5.485466	8.903458	2.217338	-140.54327	5.3872085	0.7124923	8737.434839725494
